#FFT von Winkelposition, Daten
#Frequenz ( Hz )	Relative Amplitude (  )
214,8438	4,607E-4
216,7969	4,390E-4
218,7500	4,243E-4
220,7031	4,038E-4
222,6563	4,079E-4
224,6094	3,815E-4
226,5625	4,223E-4
228,5156	3,453E-4
230,4688	4,251E-4
232,4219	4,189E-4
234,3750	4,062E-4
236,3281	3,330E-4
238,2813	4,087E-4
240,2344	3,624E-4
242,1875	3,913E-4
244,1406	3,501E-4
246,0938	3,296E-4
248,0469	3,581E-4
250,0000	3,728E-4
251,9531	3,490E-4
253,9063	3,803E-4
255,8594	3,928E-4
257,8125	3,624E-4
259,7656	3,242E-4
261,7188	3,061E-4
263,6719	3,695E-4
265,6250	3,198E-4
267,5781	3,502E-4
269,5313	3,518E-4
271,4844	2,892E-4
273,4375	3,312E-4
275,3906	3,456E-4
277,3438	3,284E-4
279,2969	3,075E-4
281,2500	3,191E-4
283,2031	3,148E-4
285,1563	3,007E-4
287,1094	3,539E-4
289,0625	3,277E-4
291,0156	3,127E-4
292,9688	2,972E-4
294,9219	2,800E-4
296,8750	3,576E-4
298,8281	3,085E-4
300,7813	2,862E-4
302,7344	3,694E-4
304,6875	2,565E-4
306,6406	2,641E-4
308,5938	2,812E-4
310,5469	3,086E-4
312,5000	2,855E-4
314,4531	2,980E-4
316,4063	3,444E-4
318,3594	2,815E-4
320,3125	2,612E-4
322,2656	3,048E-4
324,2188	2,879E-4
326,1719	2,653E-4
328,1250	3,181E-4
330,0781	2,829E-4
332,0313	3,464E-4
333,9844	2,985E-4
335,9375	2,305E-4
337,8906	2,914E-4
339,8438	2,655E-4
341,7969	2,307E-4
343,7500	2,671E-4
345,7031	3,007E-4
347,6563	3,212E-4
349,6094	2,705E-4
351,5625	2,885E-4
353,5156	2,856E-4
355,4688	2,514E-4
357,4219	2,426E-4
359,3750	3,180E-4
361,3281	2,304E-4
363,2813	2,744E-4
365,2344	3,073E-4
367,1875	2,518E-4
369,1406	2,399E-4
371,0938	2,981E-4
373,0469	2,401E-4
375,0000	2,779E-4
376,9531	2,888E-4
378,9063	2,908E-4
380,8594	2,810E-4
382,8125	2,582E-4
384,7656	2,956E-4
386,7188	2,650E-4
388,6719	2,980E-4
390,6250	2,851E-4
392,5781	2,491E-4
394,5313	2,534E-4
396,4844	2,428E-4
398,4375	2,188E-4
400,3906	2,882E-4
402,3438	2,250E-4
404,2969	2,523E-4
406,2500	2,525E-4
408,2031	2,403E-4
410,1563	2,582E-4
412,1094	2,172E-4
414,0625	3,055E-4
416,0156	2,276E-4
417,9688	2,973E-4
419,9219	2,261E-4
421,8750	2,352E-4
423,8281	2,165E-4
425,7813	1,949E-4
427,7344	2,339E-4
429,6875	2,947E-4
431,6406	2,801E-4
433,5938	2,262E-4
435,5469	2,473E-4
437,5000	3,028E-4
439,4531	2,258E-4
441,4063	2,428E-4
443,3594	2,340E-4
445,3125	3,232E-4
447,2656	1,828E-4
449,2188	2,921E-4
451,1719	2,572E-4
453,1250	3,346E-4
455,0781	2,342E-4
457,0313	2,649E-4
458,9844	2,688E-4
460,9375	2,402E-4
462,8906	1,903E-4
464,8438	2,434E-4
466,7969	2,714E-4
468,7500	2,315E-4
470,7031	2,408E-4
472,6563	2,177E-4
474,6094	2,259E-4
476,5625	1,941E-4
478,5156	2,217E-4
480,4688	2,279E-4
482,4219	2,121E-4
484,3750	2,668E-4
486,3281	2,681E-4
488,2813	2,333E-4
490,2344	3,109E-4
492,1875	2,474E-4
494,1406	2,358E-4
496,0938	2,276E-4
498,0469	2,764E-4
